uid,target,NDCG@20,Recall@20,HitRate@20
2304,2207,0.0,0.0,0.0
2313,2214,0.0,0.0,0.0
2320,3052,0.0,0.0,0.0
2321,1024,0.0,0.0,0.0
2324,3121,0.0,0.0,0.0
2329,3255,0.0,0.0,0.0
2331,1716,0.0,0.0,0.0
2332,309,0.0,0.0,0.0
2336,1712,0.0,0.0,0.0
2337,2913,0.0,0.0,0.0
2338,1967,0.0,0.0,0.0
2341,3184,0.0,0.0,0.0
2342,2956,0.0,0.0,0.0
2348,2712,0.0,0.0,0.0
2349,728,0.24465054211822604,1.0,1.0
2356,3150,0.0,0.0,0.0
2357,1653,0.0,0.0,0.0
2366,2367,0.0,0.0,0.0
2369,1551,0.0,0.0,0.0
2378,1551,0.0,0.0,0.0
2385,342,0.0,0.0,0.0
2387,2425,0.0,0.0,0.0
2392,2095,0.0,0.0,0.0
2395,1101,0.0,0.0,0.0
2397,502,0.0,0.0,0.0
2402,2300,0.0,0.0,0.0
2408,535,0.0,0.0,0.0
2410,1717,0.0,0.0,0.0
2411,3110,0.0,0.0,0.0
2412,3094,0.0,0.0,0.0
2415,3256,0.0,0.0,0.0
2421,2397,0.0,0.0,0.0
2423,1187,0.0,0.0,0.0
2424,1052,0.0,0.0,0.0
2425,1547,0.0,0.0,0.0
2428,1279,0.0,0.0,0.0
2429,2501,0.0,0.0,0.0
2431,2261,0.0,0.0,0.0
2432,1361,0.0,0.0,0.0
2434,3187,0.0,0.0,0.0
2440,1883,0.0,0.0,0.0
2443,2332,0.0,0.0,0.0
2448,3190,0.0,0.0,0.0
2449,900,0.0,0.0,0.0
2451,1501,0.0,0.0,0.0
2459,2456,0.0,0.0,0.0
2471,2618,0.23540891336663824,1.0,1.0
2472,2063,0.0,0.0,0.0
2474,2868,0.0,0.0,0.0
2475,2597,0.0,0.0,0.0
2477,727,0.0,0.0,0.0
2478,1317,0.0,0.0,0.0
2479,1622,0.0,0.0,0.0
2493,1712,0.0,0.0,0.0
2495,1056,0.0,0.0,0.0
2498,2456,0.0,0.0,0.0
2503,746,0.0,0.0,0.0
2504,283,0.0,0.0,0.0
2508,2785,0.0,0.0,0.0
2510,2528,0.0,0.0,0.0
2512,2249,0.0,0.0,0.0
2513,3064,0.0,0.0,0.0
2514,1849,0.0,0.0,0.0
2516,2937,0.0,0.0,0.0
2518,1755,0.0,0.0,0.0
2524,2751,0.0,0.0,0.0
2536,1134,0.0,0.0,0.0
2537,1701,0.0,0.0,0.0
2544,1861,0.0,0.0,0.0
2545,2917,0.0,0.0,0.0
2546,1060,0.0,0.0,0.0
2547,2456,0.0,0.0,0.0
2555,2977,0.0,0.0,0.0
2556,48,0.0,0.0,0.0
2559,678,0.0,0.0,0.0
2562,1131,0.0,0.0,0.0
2566,361,0.0,0.0,0.0
2567,936,0.0,0.0,0.0
2569,1102,0.0,0.0,0.0
2570,1103,0.0,0.0,0.0
2571,2210,0.0,0.0,0.0
2573,1851,0.0,0.0,0.0
2579,1967,0.0,0.0,0.0
2585,3224,0.0,0.0,0.0
2586,889,0.0,0.0,0.0
2588,3238,0.0,0.0,0.0
2589,2741,0.0,0.0,0.0
2601,1547,0.0,0.0,0.0
2603,2972,0.0,0.0,0.0
2607,1893,0.0,0.0,0.0
2608,2717,0.0,0.0,0.0
2610,3079,0.0,0.0,0.0
2611,1823,0.0,0.0,0.0
2612,1018,0.38685280723454163,1.0,1.0
2625,724,0.0,0.0,0.0
2629,3126,0.0,0.0,0.0
2639,2972,0.0,0.0,0.0
2647,2261,0.0,0.0,0.0
2651,2397,0.0,0.0,0.0
2653,2853,0.0,0.0,0.0
2657,2671,0.0,0.0,0.0
2660,1956,0.0,0.0,0.0
2662,3078,0.0,0.0,0.0
2666,2563,0.0,0.0,0.0
2667,1482,0.0,0.0,0.0
2671,2208,0.0,0.0,0.0
2678,1524,0.0,0.0,0.0
2679,3126,0.0,0.0,0.0
2680,1448,0.0,0.0,0.0
2684,2723,0.0,0.0,0.0
2686,2428,0.0,0.0,0.0
2687,1325,0.0,0.0,0.0
2689,1131,0.0,0.0,0.0
2690,1896,0.0,0.0,0.0
2691,678,0.0,0.0,0.0
2693,2707,0.0,0.0,0.0
2694,1125,0.24465054211822604,1.0,1.0
2697,1555,0.0,0.0,0.0
2700,1041,0.0,0.0,0.0
2701,1015,0.0,0.0,0.0
2705,1939,0.25,1.0,1.0
2717,1736,0.0,0.0,0.0
2720,2037,0.0,0.0,0.0
2724,3255,0.0,0.0,0.0
2727,2596,0.0,0.0,0.0
2731,740,0.2559580248098155,1.0,1.0
2734,2203,0.0,0.0,0.0
2737,550,0.0,0.0,0.0
2740,2898,0.0,0.0,0.0
2741,504,0.0,0.0,0.0
2744,1118,0.0,0.0,0.0
2745,2179,0.0,0.0,0.0
2747,2116,0.0,0.0,0.0
2748,2718,0.0,0.0,0.0
2750,1852,0.0,0.0,0.0
2751,654,0.0,0.0,0.0
2753,2432,0.0,0.0,0.0
2754,2269,0.0,0.0,0.0
2755,2260,0.27894294565112987,1.0,1.0
2756,1970,0.0,0.0,0.0
2762,2094,0.2890648263178879,1.0,1.0
2770,2008,0.0,0.0,0.0
2773,2983,0.0,0.0,0.0
2774,2940,0.0,0.0,0.0
2776,2779,0.0,0.0,0.0
2777,236,0.0,0.0,0.0
2780,1153,0.0,0.0,0.0
2785,1501,0.0,0.0,0.0
2787,2232,0.0,0.0,0.0
2791,900,0.0,0.0,0.0
2795,2397,0.0,0.0,0.0
2798,1899,0.2890648263178879,1.0,1.0
2801,1861,0.0,0.0,0.0
2802,1104,0.0,0.0,0.0
2807,2168,0.0,0.0,0.0
2812,2287,0.0,0.0,0.0
2813,3184,0.0,0.0,0.0
2814,2058,0.0,0.0,0.0
2818,879,0.0,0.0,0.0
2824,2535,0.0,0.0,0.0
2825,288,0.0,0.0,0.0
2829,2343,0.5,1.0,1.0
2838,2456,0.0,0.0,0.0
2839,2815,0.0,0.0,0.0
2840,3178,0.0,0.0,0.0
2841,1132,0.0,0.0,0.0
2844,1119,0.0,0.0,0.0
2845,1880,0.0,0.0,0.0
2846,2072,0.0,0.0,0.0
2855,735,0.25,1.0,1.0
2863,3126,0.0,0.0,0.0
2865,1967,0.0,0.0,0.0
2868,1211,0.0,0.0,0.0
2870,1739,0.0,0.0,0.0
2876,3087,0.0,0.0,0.0
2877,1630,0.0,0.0,0.0
2881,1823,0.0,0.0,0.0
2883,55,0.0,0.0,0.0
2886,576,0.0,0.0,0.0
2889,1737,0.0,0.0,0.0
2890,2456,0.0,0.0,0.0
2891,2851,0.0,0.0,0.0
2892,2137,0.2559580248098155,1.0,1.0
2894,1189,0.0,0.0,0.0
2895,644,0.25,1.0,1.0
2896,3057,0.0,0.0,0.0
2898,2430,0.0,0.0,0.0
2899,1002,0.0,0.0,0.0
2900,2104,0.0,0.0,0.0
2912,1320,0.0,0.0,0.0
2919,1997,0.0,0.0,0.0
2920,2931,0.0,0.0,0.0
2921,1297,0.0,0.0,0.0
2923,536,0.0,0.0,0.0
2925,2815,0.0,0.0,0.0
2927,530,0.23137821315975915,1.0,1.0
2928,881,0.0,0.0,0.0
2930,2037,0.0,0.0,0.0
2935,833,0.0,0.0,0.0
2939,2674,0.0,0.0,0.0
2948,2707,0.0,0.0,0.0
2951,2917,0.0,0.0,0.0
2953,2456,0.0,0.0,0.0
2956,1823,0.0,0.0,0.0
2959,2390,0.0,0.0,0.0
2966,2754,0.0,0.0,0.0
2968,2070,0.0,0.0,0.0
2969,2673,0.0,0.0,0.0
2972,3126,0.0,0.0,0.0
2975,1384,0.0,0.0,0.0
2977,1009,0.0,0.0,0.0
2984,1602,0.0,0.0,0.0
2986,1504,0.0,0.0,0.0
2988,1116,0.0,0.0,0.0
2990,2993,0.0,0.0,0.0
2993,1209,0.0,0.0,0.0
2997,2881,0.0,0.0,0.0
2999,2775,0.0,0.0,0.0
3000,2137,0.5,1.0,1.0
3006,3255,0.0,0.0,0.0
3011,3178,0.0,0.0,0.0
3013,462,0.0,0.0,0.0
3019,321,0.5,1.0,1.0
3020,942,0.0,0.0,0.0
3022,2267,0.0,0.0,0.0
3026,145,0.0,0.0,0.0
3027,3135,0.0,0.0,0.0
3033,2267,0.0,0.0,0.0
3047,1114,0.0,0.0,0.0
3050,2918,0.0,0.0,0.0
3054,728,0.0,0.0,0.0
3056,1274,0.0,0.0,0.0
3057,981,0.0,0.0,0.0
3071,1177,0.0,0.0,0.0
3072,3187,0.0,0.0,0.0
3073,1220,0.0,0.0,0.0
3077,3075,0.0,0.0,0.0
3078,2540,0.0,0.0,0.0
3079,450,0.0,0.0,0.0
3082,823,0.0,0.0,0.0
3084,2568,0.0,0.0,0.0
3088,987,0.0,0.0,0.0
3091,2172,0.0,0.0,0.0
3095,2180,0.0,0.0,0.0
3097,959,0.0,0.0,0.0
3098,2745,0.0,0.0,0.0
3100,1132,0.0,0.0,0.0
3102,2606,0.0,0.0,0.0
3105,1748,0.0,0.0,0.0
3106,2775,0.0,0.0,0.0
3109,1033,0.0,0.0,0.0
3113,2691,0.0,0.0,0.0
3119,2203,0.0,0.0,0.0
3121,2812,0.0,0.0,0.0
3128,9,0.0,0.0,0.0
3131,2899,0.0,0.0,0.0
3134,2540,0.0,0.0,0.0
3136,2116,0.0,0.0,0.0
3140,1936,0.0,0.0,0.0
3142,2326,0.0,0.0,0.0
3146,1832,0.0,0.0,0.0
3148,2658,0.0,0.0,0.0
3156,219,0.0,0.0,0.0
3159,1840,0.0,0.0,0.0
3165,1044,0.0,0.0,0.0
3170,1781,0.0,0.0,0.0
3175,2705,0.0,0.0,0.0
3177,1908,0.0,0.0,0.0
3182,2456,0.0,0.0,0.0
3183,1506,0.0,0.0,0.0
3185,1406,0.0,0.0,0.0
3187,545,0.0,0.0,0.0
3189,1142,0.0,0.0,0.0
3197,719,0.0,0.0,0.0
3198,3184,0.0,0.0,0.0
3200,256,0.0,0.0,0.0
3203,284,0.0,0.0,0.0
3204,241,0.0,0.0,0.0
3205,2456,0.0,0.0,0.0
3211,2431,0.0,0.0,0.0
3212,2287,0.24465054211822604,1.0,1.0
3214,3119,0.0,0.0,0.0
3216,1387,0.0,0.0,0.0
3221,97,0.38685280723454163,1.0,1.0
3224,500,0.0,0.0,0.0
3225,1116,0.0,0.0,0.0
3234,3126,0.0,0.0,0.0
3241,1031,0.0,0.0,0.0
3242,2388,0.0,0.0,0.0
3248,2650,0.0,0.0,0.0
3249,1506,0.0,0.0,0.0
3255,993,0.23981246656813146,1.0,1.0
3262,3039,0.0,0.0,0.0
3263,3085,0.0,0.0,0.0
3264,2899,0.0,0.0,0.0
3266,1384,0.0,0.0,0.0
3270,1932,0.0,0.0,0.0
3271,2775,0.0,0.0,0.0
3272,739,0.0,0.0,0.0
3278,3219,0.0,0.0,0.0
3279,116,0.0,0.0,0.0
3280,531,0.5,1.0,1.0
3282,2317,0.0,0.0,0.0
3283,411,0.0,0.0,0.0
3287,3116,0.0,0.0,0.0
3291,2501,0.0,0.0,0.0
3298,2624,0.0,0.0,0.0
3299,182,0.0,0.0,0.0
3303,2361,0.0,0.0,0.0
3305,1343,0.0,0.0,0.0
3311,3152,0.0,0.0,0.0
3316,1876,0.0,0.0,0.0
3317,1546,0.0,0.0,0.0
3319,1705,0.0,0.0,0.0
3322,2466,0.0,0.0,0.0
3323,2495,0.0,0.0,0.0
3326,3255,0.0,0.0,0.0
3327,57,0.0,0.0,0.0
3329,480,0.27894294565112987,1.0,1.0
3339,2879,0.0,0.0,0.0
3340,2868,0.0,0.0,0.0
3343,2466,0.23137821315975915,1.0,1.0
3348,2618,0.0,0.0,0.0
3352,2876,0.0,0.0,0.0
3357,1230,0.23137821315975915,1.0,1.0
3360,1248,0.0,0.0,0.0
3372,1278,0.0,0.0,0.0
3376,2323,0.0,0.0,0.0
3378,2261,0.0,0.0,0.0
3379,2890,0.0,0.0,0.0
3382,1600,0.0,0.0,0.0
3389,3139,0.0,0.0,0.0
3392,1118,0.0,0.0,0.0
3396,32,0.0,0.0,0.0
3398,2936,0.0,0.0,0.0
3399,2841,0.0,0.0,0.0
3407,2532,0.0,0.0,0.0
3408,1866,0.0,0.0,0.0
3411,965,1.0,1.0,1.0
3412,2586,0.0,0.0,0.0
3414,1949,0.0,0.0,0.0
3417,2417,0.0,0.0,0.0
3418,2150,0.0,0.0,0.0
3421,2313,0.0,0.0,0.0
3424,2624,0.0,0.0,0.0
3429,2419,0.0,0.0,0.0
3430,3004,0.0,0.0,0.0
3439,1187,0.0,0.0,0.0
3441,2212,0.0,0.0,0.0
3446,617,0.0,0.0,0.0
3449,2609,0.0,0.0,0.0
3452,2604,0.0,0.0,0.0
3455,3038,0.0,0.0,0.0
3456,1019,0.0,0.0,0.0
3458,3121,0.0,0.0,0.0
3462,2287,0.0,0.0,0.0
3463,977,0.0,0.0,0.0
3464,2851,0.0,0.0,0.0
3468,1944,0.0,0.0,0.0
3473,2472,0.0,0.0,0.0
3474,2692,0.0,0.0,0.0
3479,3121,0.0,0.0,0.0
3480,1031,0.0,0.0,0.0
3485,456,0.0,0.0,0.0
3492,3099,0.0,0.0,0.0
3500,747,0.0,0.0,0.0
3501,1823,0.0,0.0,0.0
3509,2514,0.0,0.0,0.0
3511,3219,0.0,0.0,0.0
3517,942,0.0,0.0,0.0
3520,3111,0.0,0.0,0.0
3521,2077,0.0,0.0,0.0
3523,2924,0.0,0.0,0.0
3532,2183,0.0,0.0,0.0
3533,1939,0.2559580248098155,1.0,1.0
3535,2539,0.0,0.0,0.0
3537,2204,0.0,0.0,0.0
3538,2945,0.0,0.0,0.0
3544,1375,0.227670248696953,1.0,1.0
3550,1347,0.0,0.0,0.0
3552,2606,0.0,0.0,0.0
3555,2569,0.2559580248098155,1.0,1.0
3559,2553,0.0,0.0,0.0
3563,1345,0.0,0.0,0.0
3566,2398,0.0,0.0,0.0
3567,2528,0.0,0.0,0.0
3568,2352,0.0,0.0,0.0
3569,2812,0.0,0.0,0.0
3570,339,0.0,0.0,0.0
3574,2464,0.0,0.0,0.0
3577,2751,0.0,0.0,0.0
3589,1001,0.0,0.0,0.0
3590,980,0.0,0.0,0.0
3593,497,0.0,0.0,0.0
3594,2471,0.0,0.0,0.0
3595,180,0.0,0.0,0.0
3596,1182,0.0,0.0,0.0
3600,955,0.23137821315975915,1.0,1.0
3603,678,0.0,0.0,0.0
3604,493,0.0,0.0,0.0
3609,2128,0.0,0.0,0.0
3611,2623,0.0,0.0,0.0
3612,3069,0.0,0.0,0.0
3613,284,0.0,0.0,0.0
3615,2454,0.0,0.0,0.0
3618,2853,0.0,0.0,0.0
3620,1212,0.0,0.0,0.0
3622,2456,0.0,0.0,0.0
3623,2879,0.0,0.0,0.0
3625,1019,0.0,0.0,0.0
3626,619,0.0,0.0,0.0
3627,2366,0.0,0.0,0.0
3634,2554,0.0,0.0,0.0
3638,2963,0.0,0.0,0.0
3639,3078,0.0,0.0,0.0
3650,2466,0.23981246656813146,1.0,1.0
3654,2260,0.0,0.0,0.0
3664,2037,0.0,0.0,0.0
3666,891,0.0,0.0,0.0
3671,2617,0.0,0.0,0.0
3694,1131,0.0,0.0,0.0
3696,811,0.0,0.0,0.0
3700,2881,0.0,0.0,0.0
3701,2563,0.0,0.0,0.0
3704,1957,0.0,0.0,0.0
3711,644,0.0,0.0,0.0
3716,3219,0.0,0.0,0.0
3718,2214,0.0,0.0,0.0
3719,1967,0.0,0.0,0.0
3722,2499,0.0,0.0,0.0
3728,3224,0.0,0.0,0.0
3729,3102,0.0,0.0,0.0
3736,1491,0.0,0.0,0.0
3737,1023,0.6309297535714575,1.0,1.0
3738,2618,0.0,0.0,0.0
3742,2094,0.227670248696953,1.0,1.0
3744,1198,0.0,0.0,0.0
3745,2395,1.0,1.0,1.0
3746,3113,0.0,0.0,0.0
3751,2569,0.0,0.0,0.0
3756,1756,0.0,0.0,0.0
3758,735,0.2559580248098155,1.0,1.0
3759,2914,0.0,0.0,0.0
3761,3069,0.0,0.0,0.0
3766,2691,0.0,0.0,0.0
3770,3184,0.0,0.0,0.0
3776,1254,0.0,0.0,0.0
3778,1714,0.0,0.0,0.0
3781,2210,0.0,0.0,0.0
3784,2128,0.0,0.0,0.0
3786,3114,0.0,0.0,0.0
3790,2465,0.0,0.0,0.0
3795,3139,0.0,0.0,0.0
3797,265,0.0,0.0,0.0
3798,2603,0.0,0.0,0.0
3801,2095,0.0,0.0,0.0
3804,2882,0.0,0.0,0.0
3809,3085,0.0,0.0,0.0
3810,1909,0.0,0.0,0.0
3811,2210,0.0,0.0,0.0
3812,2036,0.0,0.0,0.0
3814,344,0.0,0.0,0.0
3816,1271,0.0,0.0,0.0
3820,1766,0.0,0.0,0.0
3822,2063,0.0,0.0,0.0
3833,3209,0.0,0.0,0.0
3842,889,0.0,0.0,0.0
3843,1863,0.0,0.0,0.0
3845,3187,0.0,0.0,0.0
3846,44,0.0,0.0,0.0
3847,1998,0.0,0.0,0.0
3849,1465,0.0,0.0,0.0
3850,2668,0.0,0.0,0.0
3859,3098,0.0,0.0,0.0
3865,2318,0.0,0.0,0.0
3867,1248,0.0,0.0,0.0
3871,1618,0.31546487678572877,1.0,1.0
3873,2424,0.0,0.0,0.0
3877,2394,0.0,0.0,0.0
3878,1899,0.0,0.0,0.0
3880,61,0.0,0.0,0.0
3884,857,0.0,0.0,0.0
3885,3038,0.0,0.0,0.0
3891,1318,0.0,0.0,0.0
3893,3209,0.0,0.0,0.0
3894,2563,0.0,0.0,0.0
3895,2303,0.0,0.0,0.0
3896,1803,0.0,0.0,0.0
3897,2427,0.0,0.0,0.0
3898,2456,0.0,0.0,0.0
3900,856,0.0,0.0,0.0
3912,2618,0.0,0.0,0.0
3920,2936,0.3333333333333333,1.0,1.0
3922,2439,0.0,0.0,0.0
3923,2372,0.0,0.0,0.0
3924,2619,0.0,0.0,0.0
3929,2018,0.0,0.0,0.0
3930,3190,0.0,0.0,0.0
3932,2300,0.0,0.0,0.0
3936,906,0.3333333333333333,1.0,1.0
3938,1590,0.0,0.0,0.0
3940,2137,0.3562071871080222,1.0,1.0
3943,999,0.0,0.0,0.0
3945,2788,0.2559580248098155,1.0,1.0
3946,1774,0.0,0.0,0.0
3948,3132,0.0,0.0,0.0
3949,2849,0.0,0.0,0.0
3951,1168,0.0,0.0,0.0
3953,2745,0.0,0.0,0.0
3954,456,0.0,0.0,0.0
3959,1131,0.0,0.0,0.0
3964,2615,0.0,0.0,0.0
3965,2018,0.0,0.0,0.0
3967,1613,0.0,0.0,0.0
3969,3198,0.0,0.0,0.0
3973,992,0.0,0.0,0.0
3981,1060,0.0,0.0,0.0
3982,3096,0.0,0.0,0.0
3993,3135,0.0,0.0,0.0
4000,2626,0.0,0.0,0.0
4001,2855,0.0,0.0,0.0
4004,3215,0.0,0.0,0.0
4007,3086,0.0,0.0,0.0
4009,2456,0.0,0.0,0.0
4011,3127,0.0,0.0,0.0
4015,3121,0.38685280723454163,1.0,1.0
4016,2659,0.0,0.0,0.0
4017,1691,0.0,0.0,0.0
4019,3032,0.0,0.0,0.0
4024,3220,0.0,0.0,0.0
4026,2195,0.0,0.0,0.0
4029,2061,0.0,0.0,0.0
4033,879,0.0,0.0,0.0
4035,1102,0.0,0.0,0.0
4040,3164,0.0,0.0,0.0
4041,3219,0.0,0.0,0.0
4046,1381,0.0,0.0,0.0
4047,371,0.0,0.0,0.0
4048,2376,0.0,0.0,0.0
4049,2425,0.0,0.0,0.0
4050,2380,0.0,0.0,0.0
4051,196,0.0,0.0,0.0
4052,535,0.0,0.0,0.0
4054,166,0.0,0.0,0.0
4057,2070,0.0,0.0,0.0
4058,2618,0.0,0.0,0.0
4063,2917,0.0,0.0,0.0
4067,2456,0.0,0.0,0.0
4070,2707,0.0,0.0,0.0
4072,2521,0.0,0.0,0.0
4076,1899,0.26264953503719357,1.0,1.0
4077,2288,0.0,0.0,0.0
4080,2620,0.0,0.0,0.0
4083,3219,0.0,0.0,0.0
4084,1865,0.0,0.0,0.0
4086,2116,0.0,0.0,0.0
4088,2844,0.0,0.0,0.0
4094,3196,0.0,0.0,0.0
4100,2880,0.0,0.0,0.0
4104,2305,0.0,0.0,0.0
4106,1604,0.0,0.0,0.0
4109,2584,0.0,0.0,0.0
4111,2094,0.27894294565112987,1.0,1.0
4112,3167,0.0,0.0,0.0
4118,3063,0.0,0.0,0.0
4122,44,0.0,0.0,0.0
4123,3129,0.0,0.0,0.0
4129,1118,0.0,0.0,0.0
4133,1554,0.0,0.0,0.0
4135,2936,0.0,0.0,0.0
4140,1246,0.0,0.0,0.0
4141,969,0.0,0.0,0.0
4142,2893,0.0,0.0,0.0
4148,233,0.0,0.0,0.0
4150,2991,0.0,0.0,0.0
4151,1005,0.0,0.0,0.0
4153,3126,0.0,0.0,0.0
4155,2524,0.0,0.0,0.0
4159,2996,0.0,0.0,0.0
4167,334,0.0,0.0,0.0
4168,1424,0.0,0.0,0.0
4169,346,0.0,0.0,0.0
4176,2245,0.0,0.0,0.0
4179,2699,0.0,0.0,0.0
4182,2151,0.0,0.0,0.0
4189,529,0.0,0.0,0.0
4190,3209,0.0,0.0,0.0
4193,2267,0.0,0.0,0.0
4195,2804,0.0,0.0,0.0
4196,2191,0.0,0.0,0.0
4201,3121,0.0,0.0,0.0
4203,2788,0.0,0.0,0.0
4208,2617,0.0,0.0,0.0
4209,2782,0.0,0.0,0.0
4212,2562,0.0,0.0,0.0
4214,1048,0.0,0.0,0.0
4216,3255,0.0,0.0,0.0
4217,2705,0.0,0.0,0.0
4222,3153,0.0,0.0,0.0
4223,1237,0.0,0.0,0.0
4224,2538,0.0,0.0,0.0
4228,2038,0.0,0.0,0.0
4235,1301,0.0,0.0,0.0
4236,1112,0.0,0.0,0.0
4240,493,0.0,0.0,0.0
4242,1719,0.0,0.0,0.0
4246,2151,0.0,0.0,0.0
4247,1945,0.0,0.0,0.0
4252,1934,0.0,0.0,0.0
4253,2958,0.0,0.0,0.0
4259,822,0.0,0.0,0.0
4262,3121,0.0,0.0,0.0
4263,127,0.0,0.0,0.0
4266,726,0.0,0.0,0.0
4271,3031,0.0,0.0,0.0
4272,528,0.0,0.0,0.0
4273,1596,0.0,0.0,0.0
4274,411,0.0,0.0,0.0
4281,3130,0.0,0.0,0.0
4283,2303,0.0,0.0,0.0
4285,1591,0.0,0.0,0.0
4288,3098,0.0,0.0,0.0
4291,2470,0.0,0.0,0.0
4293,1165,0.0,0.0,0.0
4295,3158,0.0,0.0,0.0
4299,2395,0.3333333333333333,1.0,1.0
4300,995,0.0,0.0,0.0
4306,2431,0.0,0.0,0.0
4307,1437,0.0,0.0,0.0
4309,3113,0.0,0.0,0.0
4310,1297,0.0,0.0,0.0
4311,1020,0.0,0.0,0.0
4316,959,0.0,0.0,0.0
4318,1896,0.0,0.0,0.0
4320,2216,0.3562071871080222,1.0,1.0
4323,1047,0.0,0.0,0.0
4324,649,0.0,0.0,0.0
4327,2667,0.0,0.0,0.0
4329,1618,0.38685280723454163,1.0,1.0
4330,2936,0.0,0.0,0.0
4331,1381,0.0,0.0,0.0
4337,2924,0.0,0.0,0.0
4346,2665,0.0,0.0,0.0
4349,3041,0.0,0.0,0.0
4350,2222,0.0,0.0,0.0
4352,2745,0.0,0.0,0.0
4354,1272,0.0,0.0,0.0
4358,1393,0.0,0.0,0.0
4359,2084,0.0,0.0,0.0
4364,3135,0.0,0.0,0.0
4366,1521,0.0,0.0,0.0
4367,1317,0.0,0.0,0.0
4373,1949,0.0,0.0,0.0
4377,1343,0.0,0.0,0.0
4382,3165,0.0,0.0,0.0
4383,3084,0.0,0.0,0.0
4386,2778,0.0,0.0,0.0
4392,883,0.0,0.0,0.0
4394,1368,0.0,0.0,0.0
4399,2224,0.0,0.0,0.0
4402,884,0.0,0.0,0.0
4406,1485,0.0,0.0,0.0
4409,2798,0.0,0.0,0.0
4410,2634,0.0,0.0,0.0
4413,2026,0.0,0.0,0.0
4418,1899,0.0,0.0,0.0
4419,1768,0.0,0.0,0.0
4421,2767,0.0,0.0,0.0
4422,979,0.0,0.0,0.0
4425,1695,0.0,0.0,0.0
4428,2971,0.0,0.0,0.0
4433,1465,0.0,0.0,0.0
4434,2899,0.0,0.0,0.0
4436,1303,0.0,0.0,0.0
4439,1944,0.0,0.0,0.0
4442,601,0.0,0.0,0.0
4444,1567,0.0,0.0,0.0
4451,1614,0.0,0.0,0.0
4453,3129,0.0,0.0,0.0
4454,3087,0.0,0.0,0.0
4455,975,0.0,0.0,0.0
4456,1554,0.0,0.0,0.0
4461,1057,0.0,0.0,0.0
4464,2073,0.0,0.0,0.0
4465,3007,0.0,0.0,0.0
4468,1666,0.0,0.0,0.0
4472,1631,0.0,0.0,0.0
4478,2355,0.0,0.0,0.0
4481,2618,0.38685280723454163,1.0,1.0
4482,2138,0.0,0.0,0.0
4484,294,0.0,0.0,0.0
4488,1211,0.0,0.0,0.0
4489,3136,0.0,0.0,0.0
4491,3080,0.0,0.0,0.0
4496,2823,0.0,0.0,0.0
4503,644,0.0,0.0,0.0
4510,2735,0.0,0.0,0.0
4512,835,0.0,0.0,0.0
4516,2813,0.0,0.0,0.0
4522,237,0.0,0.0,0.0
4530,2468,0.0,0.0,0.0
4531,1317,0.0,0.0,0.0
4533,1476,0.0,0.0,0.0
4538,635,0.0,0.0,0.0
4539,3023,0.0,0.0,0.0
4540,3083,0.0,0.0,0.0
4547,2639,0.0,0.0,0.0
4548,2048,0.0,0.0,0.0
4553,2293,0.0,0.0,0.0
4554,2595,0.0,0.0,0.0
4557,321,0.0,0.0,0.0
4560,828,0.0,0.0,0.0
4561,975,0.0,0.0,0.0
4562,2898,0.0,0.0,0.0
4564,952,0.227670248696953,1.0,1.0
4566,932,0.0,0.0,0.0
4567,827,0.0,0.0,0.0
4568,2568,0.0,0.0,0.0
4572,3156,0.0,0.0,0.0
4573,624,0.0,0.0,0.0
4574,2413,0.0,0.0,0.0
4575,2070,0.0,0.0,0.0
4577,687,0.0,0.0,0.0
4582,321,0.27894294565112987,1.0,1.0
4585,2748,0.0,0.0,0.0
4588,3209,0.0,0.0,0.0
4593,939,0.0,0.0,0.0
4601,1739,0.0,0.0,0.0
4604,2562,0.0,0.0,0.0
4609,1938,0.0,0.0,0.0
4614,1316,0.0,0.0,0.0
4618,2829,0.0,0.0,0.0
4620,1978,0.0,0.0,0.0
4622,2261,0.0,0.0,0.0
4632,2259,0.0,0.0,0.0
4633,1521,0.0,0.0,0.0
4635,2245,0.0,0.0,0.0
4639,1514,0.0,0.0,0.0
4644,1018,0.43067655807339306,1.0,1.0
4645,24,0.0,0.0,0.0
4646,316,0.0,0.0,0.0
4657,545,0.3562071871080222,1.0,1.0
4661,2260,0.23540891336663824,1.0,1.0
4665,1719,0.0,0.0,0.0
4668,729,0.0,0.0,0.0
4669,3083,0.0,0.0,0.0
4676,3192,0.0,0.0,0.0
4677,2456,0.0,0.0,0.0
4678,2627,0.0,0.0,0.0
4687,168,0.0,0.0,0.0
4688,2947,0.0,0.0,0.0
4690,3128,0.0,0.0,0.0
4692,1653,0.0,0.0,0.0
4694,2673,0.0,0.0,0.0
4696,2618,0.0,0.0,0.0
4698,321,0.27023815442731974,1.0,1.0
4699,493,0.0,0.0,0.0
4703,3151,0.0,0.0,0.0
4704,3074,0.0,0.0,0.0
4707,2936,0.3333333333333333,1.0,1.0
4708,2914,0.0,0.0,0.0
4710,2893,0.0,0.0,0.0
4711,814,0.0,0.0,0.0
4712,382,0.0,0.0,0.0
4713,2753,0.0,0.0,0.0
4717,1557,0.0,0.0,0.0
4719,3119,0.0,0.0,0.0
4720,2456,0.0,0.0,0.0
4723,936,0.0,0.0,0.0
4727,2841,0.0,0.0,0.0
4728,2991,0.0,0.0,0.0
4729,3136,0.0,0.0,0.0
