uid,target,NDCG@20,Recall@20,HitRate@20
45751,19570,0.0,0.0,0.0
46000,11868,0.0,0.0,0.0
46100,71673,0.0,0.0,0.0
46114,50054,0.0,0.0,0.0
46115,71271,0.0,0.0,0.0
46187,18365,0.0,0.0,0.0
46266,54694,0.0,0.0,0.0
46292,39163,0.0,0.0,0.0
46305,79083,0.0,0.0,0.0
46408,65705,0.0,0.0,0.0
46446,75449,0.0,0.0,0.0
46455,29989,0.0,0.0,0.0
46554,6038,0.0,0.0,0.0
46567,78734,0.0,0.0,0.0
46618,66008,0.0,0.0,0.0
46638,26794,0.0,0.0,0.0
46641,73812,0.0,0.0,0.0
46644,49672,0.0,0.0,0.0
46919,78073,0.0,0.0,0.0
47014,62728,0.0,0.0,0.0
47019,52670,0.0,0.0,0.0
47229,52803,0.0,0.0,0.0
47324,40803,0.0,0.0,0.0
47396,53725,0.0,0.0,0.0
47683,8835,0.0,0.0,0.0
47743,44524,0.0,0.0,0.0
47790,78306,0.0,0.0,0.0
48104,79053,0.0,0.0,0.0
48291,47284,0.0,0.0,0.0
48373,13439,0.0,0.0,0.0
48421,53673,0.0,0.0,0.0
48479,47191,0.0,0.0,0.0
48510,3038,0.0,0.0,0.0
48796,74347,0.0,0.0,0.0
48812,59703,0.0,0.0,0.0
48852,40553,0.0,0.0,0.0
49021,14645,0.0,0.0,0.0
49025,8007,0.0,0.0,0.0
49330,16516,0.0,0.0,0.0
49568,64934,0.0,0.0,0.0
49606,69422,0.0,0.0,0.0
49666,12326,0.0,0.0,0.0
49822,79053,0.0,0.0,0.0
49871,43762,0.0,0.0,0.0
50122,43027,0.0,0.0,0.0
50219,78341,0.0,0.0,0.0
50293,78661,0.0,0.0,0.0
50304,53763,0.0,0.0,0.0
50315,29082,0.0,0.0,0.0
50323,53516,0.0,0.0,0.0
50443,74912,0.0,0.0,0.0
50720,52084,0.0,0.0,0.0
50744,77802,0.0,0.0,0.0
50819,33912,0.0,0.0,0.0
50867,74706,0.0,0.0,0.0
50895,17016,0.0,0.0,0.0
51054,79203,0.0,0.0,0.0
51106,78518,0.0,0.0,0.0
51109,17154,0.0,0.0,0.0
51200,40644,0.0,0.0,0.0
51246,34488,0.0,0.0,0.0
51330,49392,0.0,0.0,0.0
51694,22844,0.0,0.0,0.0
