Method,HarmRate,PositiveGainRate,MeanDeltaNDCG@20,PositiveGainSum,NegativeGainSum,GainHarmRatio
LightGCN,0.0,0.0,0.0,0.0,0.0,
LightGCN + Raw Profile,0.005,0.005,0.0006001859519706618,0.920757448693407,-0.32057149672274526,2.872237420065292
LightGCN + Remove Repair,0.002,0.004,0.0007116525937343163,0.7857211790787018,-0.07406858534438557,10.608021949190093
LightGCN + Evidence-Weighted Repair,0.005,0.006,0.0005490397873902542,1.1196112841129993,-0.5705714967227453,1.9622629075301423
